YYYY,MM,DD,EXCH,COMMODITY,TICKER,FILESIZE,VOLUME,OPENINT,TIMESTAMP,LASTPRICE
2013,02,08,CFFEX,IF,IF1306,1930515,14761.0,19338.0,15:15:00.500,2819.6
2013,02,08,CFFEX,IF,IF1309,1526867,2031.0,2849.0,15:15:00.500,2842.2
2013,02,18,CFFEX,IF,IF1302,1633374,32647.0,3550.0,15:00:00.500,2745.6
2013,02,18,CFFEX,IF,IF1303,2120083,612964.0,102076.0,15:15:00.500,2752.4
2013,02,18,CFFEX,IF,IF1306,1952705,15124.0,21403.0,15:15:00.500,2786.0
2013,02,18,CFFEX,IF,IF1309,1683577,2316.0,3295.0,15:15:00.500,2812.2
2013,02,19,CFFEX,IF,IF1302,87,0,0,0,0
2013,02,19,CFFEX,IF,IF1303,2157938,646104.0,105182.0,15:14:13.534,2709.2
2013,02,19,CFFEX,IF,IF1304,1935510,9873.0,3126.0,15:14:13.534,2725.4
2013,02,19,CFFEX,IF,IF1306,1992725,16775.0,21283.0,15:14:13.534,2745.2
2013,02,19,CFFEX,IF,IF1309,1601638,1846.0,3459.0,15:14:13.534,2770.2
2013,02,20,CFFEX,IF,IF1302,87,0,0,0,0
2013,02,20,CFFEX,IF,IF1303,2159355,546146.0,103771.0,15:14:11.173,2710.4
2013,02,20,CFFEX,IF,IF1304,1972247,8724.0,5304.0,15:14:11.157,2725.4
2013,02,20,CFFEX,IF,IF1306,1937382,9577.0,22150.0,15:14:11.173,2746.0
2013,02,20,CFFEX,IF,IF1309,1436370,972.0,3585.0,15:14:11.173,2772.0
2013,02,21,CFFEX,IF,IF1302,87,0,0,0,0
2013,02,21,CFFEX,IF,IF1303,2156659,771496.0,85980.0,15:14:08.748,2615.2
2013,02,21,CFFEX,IF,IF1304,1987009,15010.0,5408.0,15:14:08.764,2629.4
2013,02,21,CFFEX,IF,IF1306,1989224,18262.0,20556.0,15:14:08.764,2644.8
2013,02,21,CFFEX,IF,IF1309,1666251,1847.0,3494.0,15:14:08.748,2668.2
2013,02,22,CFFEX,IF,IF1303,2091880,450508.0,85493.0,15:15:00.500,2593.2
2013,02,22,CFFEX,IF,IF1304,1914774,5520.0,5483.0,15:15:00.500,2609.2
2013,02,22,CFFEX,IF,IF1306,1952283,6682.0,20127.0,15:15:00.500,2624.4
2013,02,22,CFFEX,IF,IF1309,1236988,912.0,3540.0,15:15:00.500,2652.0
2013,02,25,CFFEX,IF,IF1302,87,0,0,0,0
2013,02,25,CFFEX,IF,IF1303,2129467,724593.0,82218.0,15:14:50.059,2605.0
2013,02,25,CFFEX,IF,IF1304,1992582,16110.0,6460.0,15:14:50.043,2618.2
2013,02,25,CFFEX,IF,IF1306,2002413,14521.0,19555.0,15:14:50.043,2632.6
2013,02,25,CFFEX,IF,IF1309,1620889,1684.0,3540.0,15:14:50.043,2657.8
2013,02,26,CFFEX,IF,IF1303,2130354,822719.0,74542.0,15:14:51.965,2564.6
2013,02,26,CFFEX,IF,IF1304,1996013,19797.0,6783.0,15:14:51.981,2576.6
2013,02,26,CFFEX,IF,IF1306,2001640,16714.0,18165.0,15:14:51.965,2591.8
2013,02,26,CFFEX,IF,IF1309,1696365,1497.0,3555.0,15:14:51.965,2615.2
2013,02,27,CFFEX,IF,IF1303,2129822,875982.0,73801.0,15:14:53.949,2587.6
2013,02,27,CFFEX,IF,IF1304,1987977,22244.0,7151.0,15:14:53.934,2600.2
2013,02,27,CFFEX,IF,IF1306,1974796,19722.0,16878.0,15:14:53.949,2616.4
2013,02,27,CFFEX,IF,IF1309,1739306,1777.0,3617.0,15:14:53.949,2641.6
2013,02,28,CFFEX,IF,IF1303,2131546,875442.0,74621.0,15:14:55.934,2678.4
2013,02,28,CFFEX,IF,IF1304,1986678,23754.0,8042.0,15:14:55.918,2691.2
2013,02,28,CFFEX,IF,IF1306,1999222,18584.0,17310.0,15:14:55.934,2708.4
2013,02,28,CFFEX,IF,IF1309,1582366,2257.0,3646.0,15:14:55.934,2732.0
2013,03,01,CFFEX,IF,IF1303,2093705,735902.0,66070.0,15:15:00.500,2666.6
2013,03,01,CFFEX,IF,IF1304,1950239,17190.0,8165.0,15:15:00.500,2679.0
2013,03,01,CFFEX,IF,IF1306,1968625,17325.0,17749.0,15:15:00.500,2694.2
2013,03,01,CFFEX,IF,IF1309,1508135,2067.0,3882.0,15:15:00.500,2719.4
2013,03,04,CFFEX,IF,IF1303,2093878,854502.0,77151.0,15:15:00.500,2548.0
2013,03,04,CFFEX,IF,IF1304,1973070,27329.0,11247.0,15:15:00.500,2561.2
2013,03,04,CFFEX,IF,IF1306,1974479,23337.0,19267.0,15:15:00.500,2577.8
2013,03,04,CFFEX,IF,IF1309,1739488,3114.0,4290.0,15:15:00.500,2601.2
2013,03,05,CFFEX,IF,IF1303,2098039,911314.0,71084.0,15:15:00.500,2616.0
2013,03,05,CFFEX,IF,IF1304,1998365,30142.0,12466.0,15:15:00.500,2630.0
2013,03,05,CFFEX,IF,IF1306,1986915,19730.0,18399.0,15:15:00.500,2645.8
2013,03,05,CFFEX,IF,IF1309,1706626,2506.0,4423.0,15:15:00.500,2666.8
2013,03,06,CFFEX,IF,IF1303,2098395,841192.0,64366.0,15:15:00.500,2648.0
2013,03,06,CFFEX,IF,IF1304,2007064,33889.0,13738.0,15:15:00.500,2661.8
2013,03,06,CFFEX,IF,IF1306,1959656,20890.0,19523.0,15:15:00.500,2679.0
2013,03,06,CFFEX,IF,IF1309,1606821,2154.0,4583.0,15:15:00.500,2701.6
2013,03,07,CFFEX,IF,IF1303,2099037,913853.0,62076.0,15:15:00.500,2615.6
2013,03,07,CFFEX,IF,IF1304,2009354,46070.0,15020.0,15:15:00.500,2627.8
2013,03,07,CFFEX,IF,IF1306,1911786,21569.0,19291.0,15:15:00.500,2645.0
2013,03,07,CFFEX,IF,IF1309,1703774,2050.0,4664.0,15:15:00.500,2668.0
2013,03,08,CFFEX,IF,IF1303,2095892,759730.0,60136.0,15:15:00.500,2611.6
2013,03,08,CFFEX,IF,IF1304,2012335,41619.0,17574.0,15:15:00.500,2623.6
2013,03,08,CFFEX,IF,IF1306,1957404,15533.0,19729.0,15:15:00.500,2641.0
2013,03,08,CFFEX,IF,IF1309,1747722,1727.0,4768.0,15:15:00.500,2664.0
2013,03,11,CFFEX,IF,IF1303,2094025,720874.0,57651.0,15:15:00.500,2592.6
2013,03,11,CFFEX,IF,IF1304,2021570,69104.0,20063.0,15:15:00.500,2604.6
2013,03,11,CFFEX,IF,IF1306,2001276,20219.0,21426.0,15:15:00.500,2621.0
2013,03,11,CFFEX,IF,IF1309,1648885,1765.0,5048.0,15:15:00.500,2645.0
2013,03,12,CFFEX,IF,IF1303,2094711,856038.0,46642.0,15:15:00.500,2552.8
2013,03,12,CFFEX,IF,IF1304,2034902,141719.0,28495.0,15:15:00.500,2563.4
2013,03,12,CFFEX,IF,IF1306,1992056,25766.0,21572.0,15:15:00.500,2579.0
2013,03,12,CFFEX,IF,IF1309,1633156,3030.0,5319.0,15:15:00.500,2596.0
2013,03,13,CFFEX,IF,IF1303,2087992,617195.0,35301.0,15:15:00.500,2529.0
2013,03,13,CFFEX,IF,IF1304,2054398,213856.0,37148.0,15:15:00.500,2533.6
2013,03,13,CFFEX,IF,IF1306,1887833,19467.0,22343.0,15:15:00.500,2546.8
2013,03,13,CFFEX,IF,IF1309,1619336,2304.0,5367.0,15:15:00.500,2566.0
2013,03,14,CFFEX,IF,IF1303,2063962,250020.0,18150.0,15:15:00.500,2524.0
2013,03,14,CFFEX,IF,IF1304,2090151,595975.0,52002.0,15:15:00.500,2529.0
2013,03,14,CFFEX,IF,IF1306,1984853,18286.0,23239.0,15:15:00.500,2538.2
2013,03,14,CFFEX,IF,IF1309,1596662,2742.0,5630.0,15:15:00.500,2554.0
2013,03,15,CFFEX,IF,IF1303,1821608,92810.0,2598.0,15:00:00.500,2568.6
2013,03,15,CFFEX,IF,IF1304,2102719,1064394.0,58572.0,15:15:00.500,2533.4
2013,03,15,CFFEX,IF,IF1306,2002733,42428.0,25851.0,15:15:00.500,2544.0
2013,03,15,CFFEX,IF,IF1309,1751829,4737.0,5877.0,15:15:00.500,2557.2
2013,03,18,CFFEX,IF,IF1304,2094834,786031.0,66097.0,15:15:00.500,2510.8
2013,03,18,CFFEX,IF,IF1305,1857990,7527.0,1254.0,15:15:00.500,2516.8
2013,03,18,CFFEX,IF,IF1306,2005992,25021.0,25964.0,15:15:00.500,2514.4
2013,03,18,CFFEX,IF,IF1309,1710238,3008.0,6083.0,15:15:00.500,2531.6
2013,03,19,CFFEX,IF,IF1304,2098176,808569.0,67406.0,15:15:00.500,2529.8
2013,03,19,CFFEX,IF,IF1305,1930692,7577.0,2143.0,15:15:00.500,2532.6
2013,03,19,CFFEX,IF,IF1306,1969819,26767.0,24751.0,15:15:00.500,2530.0
2013,03,19,CFFEX,IF,IF1309,1645179,2664.0,6350.0,15:15:00.500,2542.0
2013,03,20,CFFEX,IF,IF1304,2103296,1027964.0,69845.0,15:15:00.500,2610.0
2013,03,20,CFFEX,IF,IF1305,1937197,9944.0,2990.0,15:15:00.500,2614.2
2013,03,20,CFFEX,IF,IF1306,2003478,38232.0,25376.0,15:15:00.500,2613.6
2013,03,20,CFFEX,IF,IF1309,1623427,3444.0,6406.0,15:15:00.500,2620.8
2013,03,21,CFFEX,IF,IF1304,2097911,646577.0,69785.0,15:15:00.500,2617.0
2013,03,21,CFFEX,IF,IF1305,1945628,10422.0,3252.0,15:15:00.500,2619.2
2013,03,21,CFFEX,IF,IF1306,2003662,25193.0,27132.0,15:15:00.500,2617.6
2013,03,21,CFFEX,IF,IF1309,1374236,2857.0,6519.0,15:15:00.500,2622.8
2013,03,22,CFFEX,IF,IF1304,2098572,702983.0,70726.0,15:15:00.500,2625.8
2013,03,22,CFFEX,IF,IF1305,1930055,8718.0,3401.0,15:15:00.500,2628.6
2013,03,22,CFFEX,IF,IF1306,2000721,25593.0,27229.0,15:15:00.500,2628.0
2013,03,22,CFFEX,IF,IF1309,1445131,1882.0,6522.0,15:15:00.500,2633.4
2013,03,25,CFFEX,IF,IF1304,2099014,735213.0,71941.0,15:15:00.500,2622.6
2013,03,25,CFFEX,IF,IF1305,1943074,9148.0,3557.0,15:15:00.500,2625.4
2013,03,25,CFFEX,IF,IF1306,2004788,30155.0,27355.0,15:15:00.500,2622.8
2013,03,25,CFFEX,IF,IF1309,1534723,2591.0,6686.0,15:15:00.500,2636.0
2013,03,26,CFFEX,IF,IF1304,2099729,813445.0,64823.0,15:15:00.500,2572.4
2013,03,26,CFFEX,IF,IF1305,1945563,10399.0,4787.0,15:15:00.500,2577.0
2013,03,26,CFFEX,IF,IF1306,1993496,31937.0,27960.0,15:15:00.500,2573.2
2013,03,26,CFFEX,IF,IF1309,1575557,2899.0,7064.0,15:15:00.500,2586.2
2013,03,27,CFFEX,IF,IF1304,2100224,854050.0,65040.0,15:15:00.500,2573.6
2013,03,27,CFFEX,IF,IF1305,1889161,10254.0,5300.0,15:15:00.500,2577.8
2013,03,27,CFFEX,IF,IF1306,2003758,30744.0,28426.0,15:15:00.500,2574.4
2013,03,27,CFFEX,IF,IF1309,1606095,2637.0,7164.0,15:15:00.500,2589.0
2013,03,28,CFFEX,IF,IF1304,2098081,733851.0,64001.0,15:15:00.500,2506.8
2013,03,28,CFFEX,IF,IF1305,1951592,12127.0,4565.0,15:15:00.500,2509.4
2013,03,28,CFFEX,IF,IF1306,2010547,32674.0,28791.0,15:15:00.500,2505.6
2013,03,28,CFFEX,IF,IF1309,1590742,2507.0,7076.0,15:15:00.500,2516.2
2013,03,29,CFFEX,IF,IF1304,2096493,604019.0,61713.0,15:15:00.500,2483.8
2013,03,29,CFFEX,IF,IF1305,1945076,8855.0,4530.0,15:15:00.500,2486.8
2013,03,29,CFFEX,IF,IF1306,2003333,23071.0,28337.0,15:15:00.500,2481.0
2013,03,29,CFFEX,IF,IF1309,1417234,1645.0,6987.0,15:15:00.500,2494.4
2013,04,01,CFFEX,IF,IF1304,2095853,686779.0,62268.0,15:15:00.500,2483.2
2013,04,01,CFFEX,IF,IF1305,1896881,8408.0,4592.0,15:15:00.500,2485.2
2013,04,01,CFFEX,IF,IF1306,2004258,24283.0,28211.0,15:15:00.500,2481.6
2013,04,01,CFFEX,IF,IF1309,1577265,2673.0,7036.0,15:15:00.500,2495.6
2013,04,02,CFFEX,IF,IF1304,2100932,897398.0,61450.0,15:15:00.500,2505.8
2013,04,02,CFFEX,IF,IF1305,1951323,13415.0,4935.0,15:15:00.500,2506.0
2013,04,02,CFFEX,IF,IF1306,2008114,36579.0,28530.0,15:15:00.500,2503.2
2013,04,02,CFFEX,IF,IF1309,1650679,2598.0,7321.0,15:15:00.500,2514.4
2013,04,03,CFFEX,IF,IF1304,2097851,779825.0,61395.0,15:15:00.500,2478.6
2013,04,03,CFFEX,IF,IF1305,1955917,13030.0,5077.0,15:15:00.500,2480.4
2013,04,03,CFFEX,IF,IF1306,2006523,30698.0,29173.0,15:15:00.500,2476.4
2013,04,03,CFFEX,IF,IF1309,1621442,2303.0,7350.0,15:15:00.500,2486.0
2013,04,08,CFFEX,IF,IF1304,2094593,657765.0,65969.0,15:15:00.500,2463.8
2013,04,08,CFFEX,IF,IF1305,1959887,14141.0,6117.0,15:15:00.500,2465.6
2013,04,08,CFFEX,IF,IF1306,2008730,31878.0,29851.0,15:15:00.500,2463.2
2013,04,08,CFFEX,IF,IF1309,1507443,2178.0,7489.0,15:15:00.500,2470.4
2013,04,09,CFFEX,IF,IF1304,2102650,823777.0,60580.0,15:15:00.500,2480.6
2013,04,09,CFFEX,IF,IF1305,1934772,19310.0,6755.0,15:15:00.500,2480.8
